key,date,number,league,phase,site,away,away.score,away.manager,home,home.score,home.manager,A,T,forfeit.to,status,status.reason,outsatend,filename,source,away.score.1,away.score.2,away.score.3,away.score.4,away.score.5,away.score.6,away.score.7,away.score.8,away.score.9,away.score.10,away.score.11,away.score.12,away.score.13,away.score.14,away.score.15,home.score.1,home.score.2,home.score.3,home.score.4,home.score.5,home.score.6,home.score.7,home.score.8,home.score.9,home.score.10,home.score.11,home.score.12,home.score.13,home.score.14,home.score.15
PTPCYBK,1915-05-30,0,New York State,regular,,Albany,4,,Troy,12,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",1,0,0,0,0,0,0,0,3,,,,,,,0,2,0,3,2,2,3,0,x,,,,,,
PQWMWJN,1915-05-30,0,New York State,regular,,Scranton,0,,Utica,0,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,6,0,0,0,0,1,1,x,,,,,,
JZWDQGK,1915-05-31,2,New York State,regular,,Troy,4,,Albany,5,,,2:03,,,,2,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,2,1,1,0,0,0,0,,,,,,2,0,0,0,0,0,0,0,2,1,,,,,
XFQMMLM,1915-05-31,2,New York State,regular,,Elmira,9,,Binghamton,5,,,2:20,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,2,0,1,0,2,0,0,0,0,4,,,0,0,0,0,0,2,3,0,0,0,0,0,0,,
ZFGQZTP,1915-05-31,1,New York State,regular,,Binghamton,1,,Elmira,4,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,1,0,0,0,0,0,0,0,,,,,,,0,3,0,0,0,0,1,0,x,,,,,,
LSSLWFS,1915-05-31,1,New York State,regular,,Wilkes-Barre,3,,Scranton,4,,,2:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,1,1,0,0,0,1,0,0,,,,,1,0,0,0,1,0,0,1,0,0,1,,,,
ZJKQCPS,1915-05-31,1,New York State,regular,,Utica,6,,Syracuse,7,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,5,0,0,1,0,,,,,,,,,3,2,0,0,2,0,0,,,,,,,,
HLTVVTC,1915-05-31,1,New York State,regular,,Albany,7,,Troy,3,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,5,0,0,2,0,0,0,,,,,,,2,0,0,0,0,0,1,0,0,,,,,,
CHKFLGC,1915-05-31,2,New York State,regular,,Syracuse,2,,Utica,4,,,1:41,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,0,0,0,0,0,2,0,0,,,,,,,0,0,0,1,0,0,1,2,x,,,,,,
SHXTTYK,1915-05-31,2,New York State,regular,,Scranton,3,,Wilkes-Barre,8,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 1, 1915",0,1,0,0,0,0,1,0,1,,,,,,,0,0,0,3,1,4,0,0,x,,,,,,
FYSZKMM,1915-06-01,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGVMNHP,1915-06-01,0,New York State,regular,,Albany,3,,Elmira,5,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",1,0,0,0,0,0,1,1,0,,,,,,,1,1,0,1,0,0,1,1,x,,,,,,
LWFKWLK,1915-06-01,0,New York State,regular,,Syracuse,11,,Scranton,10,,,2:15,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",0,1,1,2,2,0,0,0,5,,,,,,,0,6,1,0,0,0,0,2,1,,,,,,
QJDJPTR,1915-06-01,0,New York State,regular,,Utica,4,,Wilkes-Barre,10,,,1:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 2, 1915",1,0,0,0,1,0,0,0,2,,,,,,,3,3,0,0,0,3,1,0,x,,,,,,
DRGVKLD,1915-06-02,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNJYZNJ,1915-06-02,0,New York State,regular,,Albany,1,,Elmira,5,,,1:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",0,0,0,0,0,0,0,1,0,,,,,,,0,0,0,0,0,4,0,1,x,,,,,,
QTNKDQQ,1915-06-02,0,New York State,regular,,Syracuse,,,Scranton,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FZJXSSM,1915-06-02,0,New York State,regular,,Utica,,,Wilkes-Barre,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150527.txt,"Elmira Star-Gazette, June 3, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DJXZKWB,1915-06-03,0,New York State,regular,,Troy,,,Binghamton,,,,,,postponed,Troy players failed to make trip due to non-payment of salaries; game initially listed as forfeit but changed to postponed after situation is resolved,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SBKYDDN,1915-06-03,0,New York State,regular,,Albany,7,,Elmira,4,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",3,2,0,0,0,0,1,0,1,,,,,,,0,0,0,0,0,4,0,0,0,,,,,,
RYMFDPM,1915-06-03,0,New York State,regular,,Syracuse,11,,Scranton,12,,,2:10,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",2,1,5,0,0,0,0,2,1,,,,,,,1,1,0,1,6,1,2,0,x,,,,,,
BGHNVWS,1915-06-03,0,New York State,regular,,Utica,4,,Wilkes-Barre,5,,,2:15,,,,1,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 4, 1915",1,0,0,0,1,0,0,1,1,0,,,,,,0,1,0,1,2,0,0,1,0,1,,,,,
XHSFHDF,1915-06-04,0,New York State,regular,,Albany,7,,Binghamton,6,,,2:10,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",3,0,2,0,0,0,0,0,2,,,,,,,4,0,0,0,0,1,0,0,1,,,,,,
LKYTJTW,1915-06-04,0,New York State,regular,,Troy,6,,Elmira,1,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",1,0,0,0,4,0,1,0,0,,,,,,,0,0,0,0,1,0,0,0,0,,,,,,
RTPLDJP,1915-06-04,0,New York State,regular,,Utica,3,,Scranton,2,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",0,0,0,0,0,0,0,3,0,,,,,,,0,1,1,0,0,0,0,0,0,,,,,,
FVRQVCF,1915-06-04,0,New York State,regular,,Syracuse,3,,Wilkes-Barre,6,,,1:55,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 5, 1915",0,0,0,2,0,1,0,0,0,,,,,,,0,0,2,1,0,2,0,1,x,,,,,,
MKKGVJF,1915-06-05,1,New York State,regular,,Albany,4,,Binghamton,5,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,1,0,0,1,2,0,0,0,,,,,,,0,0,0,3,0,0,0,2,x,,,,,,
YHYFCBD,1915-06-05,2,New York State,regular,,Albany,10,,Binghamton,16,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",4,0,2,0,2,0,2,,,,,,,,,6,0,0,6,4,0,x,,,,,,,,
NSFYLTC,1915-06-05,0,New York State,regular,,Troy,4,,Elmira,6,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,3,0,0,0,0,1,,,,,,,1,0,0,0,0,3,0,2,x,,,,,,
JCVXVSX,1915-06-05,0,New York State,regular,,Utica,0,,Scranton,4,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,0,0,0,0,0,,,,,,,2,0,0,0,0,0,0,2,x,,,,,,
RXMPZFB,1915-06-05,0,New York State,regular,,Syracuse,2,,Wilkes-Barre,3,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,1,0,0,1,0,,,,,,,0,1,0,0,0,1,0,0,1,,,,,,
PNYVXGQ,1915-06-06,0,New York State,regular,,Troy,1,,Elmira,3,,,1:44,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",0,0,0,0,0,0,0,1,0,,,,,,,3,0,0,0,0,0,0,0,x,,,,,,
QVCZVVW,1915-06-06,0,New York State,regular,,Wilkes-Barre,3,,Syracuse,9,,,2:10,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",1,0,0,0,0,2,0,0,0,,,,,,,1,1,0,2,0,3,0,2,x,,,,,,
KXHTVZS,1915-06-06,0,New York State,regular,,Scranton,3,,Utica,5,,,1:48,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 7, 1915",1,2,0,0,0,0,0,0,0,,,,,,,0,0,0,1,1,0,3,0,x,,,,,,
FPDMJLN,1915-06-07,0,New York State,regular,,Troy,4,,Scranton,5,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",3,0,0,0,0,0,0,0,1,,,,,,,3,0,0,0,1,0,1,0,x,,,,,,
LPZWPPG,1915-06-07,0,New York State,regular,,Elmira,14,,Syracuse,4,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",4,1,2,0,0,0,1,2,4,,,,,,,0,0,0,3,0,0,1,0,0,,,,,,
ZNKQHFG,1915-06-07,0,New York State,regular,,Binghamton,1,,Utica,2,,,1:32,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",0,0,0,0,0,1,0,0,0,,,,,,,0,0,0,0,0,0,0,2,x,,,,,,
RJMHGHJ,1915-06-07,0,New York State,regular,,Albany,1,,Wilkes-Barre,5,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 8, 1915",0,0,0,0,0,0,0,0,1,,,,,,,2,0,0,0,3,0,0,0,x,,,,,,
DJHTCWZ,1915-06-08,0,New York State,regular,,Troy,0,,Scranton,9,,,1:50,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 9, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,1,7,1,x,,,,,,
LRGSHBQ,1915-06-08,0,New York State,regular,,Elmira,4,,Syracuse,7,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 9, 1915",0,0,0,0,0,0,1,3,0,,,,,,,4,0,0,1,0,1,0,1,x,,,,,,
NYPNMZK,1915-06-08,0,New York State,regular,,Binghamton,0,,Utica,2,,,1:24,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 9, 1915",0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,1,1,0,x,,,,,,
FSFVXHK,1915-06-08,0,New York State,regular,,Albany,3,,Wilkes-Barre,9,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 9, 1915",2,0,0,0,1,0,0,0,0,,,,,,,0,0,1,2,0,1,0,5,x,,,,,,
ZGJRRKY,1915-06-09,0,New York State,regular,,Troy,1,,Scranton,0,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 10, 1915",1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
TPPFNLX,1915-06-09,0,New York State,regular,,Elmira,8,,Syracuse,5,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 10, 1915",0,1,0,0,2,4,1,,,,,,,,,0,0,0,0,0,0,5,,,,,,,,
CMDKQVH,1915-06-09,0,New York State,regular,,Binghamton,2,,Utica,3,,,1:42,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 10, 1915",0,1,0,0,0,0,1,0,0,,,,,,,0,1,0,0,0,1,1,0,x,,,,,,
RYYJCPV,1915-06-09,0,New York State,regular,,Albany,10,,Wilkes-Barre,6,,,2:20,,,,,transcript/1915/1915-ESG/boxes/ESG-19150603.txt,"Elmira Star-Gazette, June 10, 1915",0,1,1,1,0,2,0,3,2,,,,,,,0,2,2,0,0,0,2,0,0,,,,,,
QSQMBJZ,1915-06-10,0,New York State,regular,,Albany,1,,Scranton,7,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 11, 1915",0,0,0,1,0,0,0,0,0,,,,,,,3,0,1,0,0,0,3,0,x,,,,,,
TRHBTJP,1915-06-10,0,New York State,regular,,Binghamton,5,,Syracuse,6,,,2:00,,,,#1,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 11, 1915",1,0,0,0,2,1,0,1,0,0,,,,,,4,0,0,0,0,0,0,1,0,1,,,,,
MJZYMZS,1915-06-10,0,New York State,regular,,Elmira,0,,Utica,7,,,1:30,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 11, 1915",0,0,0,0,0,0,0,0,0,,,,,,,3,2,0,0,2,0,0,0,x,,,,,,
WVTDFBZ,1915-06-10,0,New York State,regular,,Troy,3,,Wilkes-Barre,4,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 11, 1915",1,0,0,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
BXMGPDX,1915-06-11,0,New York State,regular,,Albany,2,,Scranton,3,,,1:37,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 12, 1915",0,0,0,0,0,0,0,1,1,,,,,,,0,1,1,0,1,0,0,0,x,,,,,,
KRDSCNW,1915-06-11,0,New York State,regular,,Binghamton,,,Syracuse,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QDMBJRV,1915-06-11,0,New York State,regular,,Elmira,,,Utica,,,,,,postponed,wet grounds,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 12, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDVNJPS,1915-06-11,0,New York State,regular,,Troy,2,,Wilkes-Barre,3,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 12, 1915",0,0,0,0,1,0,0,0,1,,,,,,,0,1,0,0,0,0,0,2,x,,,,,,
QQHJFKT,1915-06-12,0,New York State,regular,,Albany,4,,Scranton,5,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,1,0,1,0,1,1,0,0,,,,,,,0,3,0,0,0,0,0,2,x,,,,,,
CCTQHGJ,1915-06-12,1,New York State,regular,,Binghamton,9,,Syracuse,6,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",1,1,0,0,0,0,4,0,0,0,3,,,,,0,1,0,0,4,1,0,0,0,0,0,,,,
LYPXXRF,1915-06-12,2,New York State,regular,,Binghamton,4,,Syracuse,2,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",1,0,0,0,3,0,0,,,,,,,,,0,0,2,0,0,0,0,,,,,,,,
SLJYPJH,1915-06-12,0,New York State,regular,,Elmira,5,,Utica,7,,,1:25,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",2,0,0,0,0,0,2,0,1,,,,,,,0,0,3,0,1,0,2,1,x,,,,,,
NJSMHHY,1915-06-12,0,New York State,regular,,Troy,2,,Wilkes-Barre,0,,,,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,1,1,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,
RBHXMCB,1915-06-13,0,New York State,regular,,Syracuse,1,,Albany,2,,,1:44,,,,0,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,0,1,0,0,0,0,0,0,0,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,
BGWXQBY,1915-06-13,0,New York State,regular,,Scranton,3,,Elmira,7,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,0,0,0,0,0,0,3,0,,,,,,,0,0,2,5,0,0,0,0,x,,,,,,
HXHZBXG,1915-06-13,0,New York State,regular,,Binghamton,6,,Troy,4,,,1:51,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,0,2,0,1,3,0,0,0,,,,,,,0,0,1,3,0,0,0,0,0,,,,,,
DSJGDCH,1915-06-13,0,New York State,regular,,Wilkes-Barre,1,,Utica,5,,,1:40,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 14, 1915",0,0,0,0,0,1,0,0,0,,,,,,,1,0,2,0,0,0,0,2,x,,,,,,
PGGQZJM,1915-06-14,0,New York State,regular,,Syracuse,3,,Albany,9,,,2:18,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 15, 1915",1,0,1,0,0,1,0,0,0,,,,,,,0,1,0,0,0,4,3,1,x,,,,,,
QSTHYYG,1915-06-14,0,New York State,regular,,Wilkes-Barre,1,,Binghamton,7,,,2:00,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 15, 1915",0,0,0,0,0,0,0,1,0,,,,,,,0,0,1,0,4,0,2,0,x,,,,,,
BXVHZRC,1915-06-14,0,New York State,regular,,Scranton,2,,Elmira,5,,,1:45,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 15, 1915",0,0,2,0,0,0,0,0,0,,,,,,,1,0,0,0,1,0,0,3,x,,,,,,
DFPNWDD,1915-06-14,0,New York State,regular,,Utica,0,,Troy,6,,,1:21,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 15, 1915",0,0,0,0,0,0,0,0,0,,,,,,,2,0,1,0,0,0,0,3,x,,,,,,
DHNLXCC,1915-06-15,0,New York State,regular,,Syracuse,,,Albany,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SJFGXSD,1915-06-15,0,New York State,regular,,Wilkes-Barre,,,Binghamton,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NXWDLXW,1915-06-15,0,New York State,regular,,Scranton,,,Elmira,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BWDGPTY,1915-06-15,0,New York State,regular,,Utica,,,Troy,,,,,,postponed,rain,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 16, 1915",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WVCZGGW,1915-06-16,1,New York State,regular,,Utica,3,,Albany,1,,,1:37,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",2,0,0,0,1,0,0,0,0,,,,,,,0,0,0,1,0,0,0,0,0,,,,,,
NBBKHYW,1915-06-16,2,New York State,regular,,Utica,0,,Albany,3,,,1:12,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,3,x,,,,,,,,
PPNJGMZ,1915-06-16,1,New York State,regular,,Scranton,10,,Binghamton,4,,,1:57,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",0,4,2,0,1,1,0,0,1,,,,,,,0,0,0,2,0,1,0,0,1,,,,,,
NJYVBQD,1915-06-16,2,New York State,regular,,Scranton,4,,Binghamton,5,,,1:40,,,,2,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",0,4,0,0,0,0,0,,,,,,,,,1,0,0,2,0,0,2,,,,,,,,
GFFXHDM,1915-06-16,0,New York State,regular,,Wilkes-Barre,3,,Elmira,4,,,2:20,,,,2,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",0,0,0,0,0,0,3,0,0,0,0,,,,,0,0,1,0,2,0,0,0,0,0,1,,,,
QWRHJVL,1915-06-16,0,New York State,regular,,Syracuse,8,,Troy,3,,,1:49,,,,,transcript/1915/1915-ESG/boxes/ESG-19150610.txt,"Elmira Star-Gazette, June 17, 1915",0,0,0,0,0,0,0,5,3,,,,,,,0,1,0,0,0,1,1,0,0,,,,,,
